(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
2021-04-24:24,좋음,27,좋음,15,보통,0.035,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-24:23,좋음,30,좋음,15,보통,0.042,좋음,0.017,좋음,0.3,좋음,0.003
2021-04-24:22,보통,34,좋음,15,보통,0.036,좋음,0.024,좋음,0.4,좋음,0.003
2021-04-24:21,보통,32,좋음,13,보통,0.032,좋음,0.029,좋음,0.4,좋음,0.003
2021-04-24:20,보통,31,좋음,14,보통,0.042,좋음,0.018,좋음,0.3,좋음,0.002
2021-04-24:19,좋음,29,좋음,12,보통,0.048,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-24:18,좋음,25,좋음,10,보통,0.05,좋음,0.008,좋음,0.3,좋음,0.003
2021-04-24:17,좋음,28,좋음,13,보통,0.05,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-24:16,좋음,24,좋음,10,보통,0.047,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-24:15,좋음,28,좋음,12,보통,0.046,좋음,0.011,좋음,0.3,좋음,0.003
2021-04-24:14,좋음,27,좋음,12,보통,0.049,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-24:13,좋음,18,좋음,11,보통,0.051,좋음,0.011,좋음,0.3,좋음,0.002
2021-04-24:12,좋음,17,좋음,9,보통,0.044,좋음,0.017,좋음,0.3,좋음,0.002
2021-04-24:11,좋음,20,좋음,9,보통,0.041,좋음,0.019,좋음,0.3,좋음,0.001
2021-04-24:10,좋음,21,좋음,9,보통,0.036,좋음,0.022,좋음,0.3,좋음,0.002
2021-04-24:09,좋음,26,좋음,10,보통,0.039,좋음,0.018,좋음,0.3,좋음,0.002
2021-04-24:08,좋음,22,좋음,10,보통,0.034,좋음,0.022,좋음,0.3,좋음,0.002
2021-04-24:07,좋음,24,좋음,10,보통,0.037,좋음,0.016,좋음,0.3,좋음,0.002
2021-04-24:06,좋음,19,좋음,10,보통,0.038,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-24:05,좋음,20,좋음,10,보통,0.043,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-24:04,좋음,21,좋음,10,보통,0.04,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-24:03,좋음,20,좋음,13,보통,0.033,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-24:02,좋음,20,좋음,10,보통,0.039,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-24:01,좋음,21,좋음,11,보통,0.035,좋음,0.015,좋음,0.3,좋음,0.003
2021-04-23:24,좋음,22,좋음,11,보통,0.031,좋음,0.022,좋음,0.3,좋음,0.002
2021-04-23:23,좋음,25,좋음,13,보통,0.031,좋음,0.021,좋음,0.3,좋음,0.003
2021-04-23:22,좋음,26,좋음,14,보통,0.034,좋음,0.02,좋음,0.3,좋음,0.002
2021-04-23:21,좋음,29,보통,18,보통,0.031,좋음,0.026,좋음,0.4,좋음,0.002
2021-04-23:20,좋음,30,보통,16,좋음,0.025,보통,0.032,좋음,0.4,좋음,0.003
2021-04-23:19,좋음,30,좋음,15,보통,0.036,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-23:18,좋음,30,좋음,14,보통,0.036,좋음,0.024,좋음,0.4,좋음,0.002
2021-04-23:17,보통,34,좋음,13,보통,0.035,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-23:16,보통,34,좋음,13,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-23:15,보통,38,좋음,14,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-23:14,보통,36,좋음,14,보통,0.036,좋음,0.027,좋음,0.4,좋음,0.003
2021-04-23:13,보통,45,보통,19,보통,0.037,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-23:12,보통,49,보통,20,보통,0.038,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-23:11,보통,56,보통,25,보통,0.036,좋음,0.028,좋음,0.5,좋음,0.003
2021-04-23:10,보통,51,보통,27,보통,0.033,보통,0.031,좋음,0.5,좋음,0.002
2021-04-23:09,보통,58,보통,28,보통,0.039,좋음,0.024,좋음,0.5,좋음,0.003
2021-04-23:08,보통,58,보통,28,보통,0.038,좋음,0.028,좋음,0.5,좋음,0.003
2021-04-23:07,보통,58,보통,29,보통,0.036,보통,0.032,좋음,0.5,좋음,0.003
2021-04-23:06,보통,62,보통,33,보통,0.043,좋음,0.024,좋음,0.4,좋음,0.003
2021-04-23:05,보통,73,나쁨,38,보통,0.055,좋음,0.012,좋음,0.5,좋음,0.004
2021-04-23:04,보통,66,나쁨,37,보통,0.056,좋음,0.018,좋음,0.5,좋음,0.004
2021-04-23:03,보통,67,나쁨,37,보통,0.057,좋음,0.021,좋음,0.5,좋음,0.005
2021-04-23:02,보통,63,보통,32,보통,0.053,좋음,0.025,좋음,0.6,좋음,0.004
2021-04-23:01,보통,67,보통,35,보통,0.064,좋음,0.02,좋음,0.5,좋음,0.004
2021-04-22:24,보통,71,나쁨,37,보통,0.071,좋음,0.018,좋음,0.5,좋음,0.004
2021-04-22:23,보통,76,나쁨,38,보통,0.077,좋음,0.017,좋음,0.5,좋음,0.005
2021-04-22:22,보통,69,보통,33,보통,0.057,보통,0.032,좋음,0.5,좋음,0.005
2021-04-22:21,보통,63,보통,33,보통,0.049,보통,0.046,좋음,0.6,좋음,0.004
2021-04-22:20,보통,56,보통,29,보통,0.06,보통,0.034,좋음,0.5,좋음,0.005
2021-04-22:19,보통,70,보통,35,보통,0.067,보통,0.031,좋음,0.5,좋음,0.004
2021-04-22:18,보통,71,나쁨,36,보통,0.078,보통,0.038,좋음,0.5,좋음,0.005
2021-04-22:17,보통,62,보통,32,보통,0.076,좋음,0.027,좋음,0.4,좋음,0.003
2021-04-22:16,보통,58,보통,30,보통,0.079,좋음,0.026,좋음,0.4,좋음,0.003
2021-04-22:15,보통,64,보통,33,보통,0.071,좋음,0.028,좋음,0.4,좋음,0.004
2021-04-22:14,나쁨,81,나쁨,42,보통,0.081,보통,0.033,좋음,0.5,좋음,0.004
2021-04-22:13,나쁨,96,나쁨,51,보통,0.08,보통,0.037,좋음,0.6,좋음,0.004
2021-04-22:12,나쁨,88,나쁨,40,보통,0.063,보통,0.042,좋음,0.6,좋음,0.004
2021-04-22:11,나쁨,97,나쁨,45,보통,0.046,보통,0.049,좋음,0.6,좋음,0.004
2021-04-22:10,나쁨,98,나쁨,46,보통,0.037,보통,0.057,좋음,0.7,좋음,0.004
2021-04-22:09,나쁨,100,나쁨,47,좋음,0.023,나쁨,0.073,좋음,0.8,좋음,0.005
2021-04-22:08,나쁨,89,나쁨,43,좋음,0.026,나쁨,0.064,좋음,0.7,좋음,0.005
2021-04-22:07,나쁨,92,나쁨,44,보통,0.032,보통,0.055,좋음,0.6,좋음,0.005
2021-04-22:06,나쁨,87,나쁨,42,보통,0.051,보통,0.031,좋음,0.5,좋음,0.005
2021-04-22:05,나쁨,87,나쁨,41,보통,0.058,좋음,0.025,좋음,0.5,좋음,0.006
2021-04-22:04,보통,71,나쁨,38,보통,0.074,좋음,0.019,좋음,0.5,좋음,0.01
2021-04-22:03,보통,75,나쁨,41,보통,0.083,좋음,0.016,좋음,0.5,좋음,0.011
2021-04-22:02,나쁨,85,나쁨,47,보통,0.075,좋음,0.021,좋음,0.5,좋음,0.007
2021-04-22:01,나쁨,103,나쁨,49,보통,0.063,보통,0.031,좋음,0.6,좋음,0.006
2021-04-21:24,나쁨,108,나쁨,47,보통,0.07,좋음,0.03,좋음,0.6,좋음,0.005
2021-04-21:23,나쁨,110,나쁨,46,보통,0.074,좋음,0.029,좋음,0.6,좋음,0.007
2021-04-21:22,나쁨,100,나쁨,41,보통,0.076,좋음,0.026,좋음,0.6,좋음,0.01
2021-04-21:21,나쁨,122,나쁨,61,보통,0.072,보통,0.039,좋음,0.6,좋음,0.011
2021-04-21:20,나쁨,126,나쁨,61,보통,0.067,보통,0.058,좋음,0.6,좋음,0.009
2021-04-21:19,나쁨,112,나쁨,53,보통,0.079,보통,0.057,좋음,0.6,좋음,0.009
2021-04-21:18,보통,79,나쁨,36,보통,0.075,보통,0.042,좋음,0.5,좋음,0.004
2021-04-21:17,나쁨,87,나쁨,37,보통,0.078,보통,0.036,좋음,0.5,좋음,0.003
2021-04-21:16,나쁨,86,나쁨,36,보통,0.09,좋음,0.028,좋음,0.5,좋음,0.004
2021-04-21:15,나쁨,95,나쁨,44,보통,0.085,좋음,0.03,좋음,0.5,좋음,0.004
2021-04-21:14,나쁨,103,나쁨,43,보통,0.082,보통,0.032,좋음,0.5,좋음,0.004
2021-04-21:13,나쁨,102,나쁨,44,보통,0.077,보통,0.031,좋음,0.6,좋음,0.005
2021-04-21:12,나쁨,88,나쁨,39,보통,0.074,좋음,0.03,좋음,0.5,좋음,0.004
2021-04-21:11,나쁨,85,나쁨,40,보통,0.058,보통,0.042,좋음,0.6,좋음,0.004
2021-04-21:10,보통,77,보통,34,보통,0.038,보통,0.053,좋음,0.7,좋음,0.004
2021-04-21:09,보통,77,보통,34,좋음,0.019,보통,0.06,좋음,0.7,좋음,0.004
2021-04-21:08,보통,63,보통,31,좋음,0.011,나쁨,0.064,좋음,0.7,좋음,0.003
2021-04-21:07,보통,56,보통,31,좋음,0.008,보통,0.057,좋음,0.6,좋음,0.003
2021-04-21:06,보통,52,보통,28,좋음,0.006,보통,0.055,좋음,0.6,좋음,0.003
2021-04-21:05,보통,54,보통,29,좋음,0.011,보통,0.051,좋음,0.6,좋음,0.003
2021-04-21:04,보통,52,보통,27,좋음,0.009,보통,0.054,좋음,0.6,좋음,0.003
2021-04-21:03,보통,53,보통,28,좋음,0.009,보통,0.055,좋음,0.6,좋음,0.003
2021-04-21:02,보통,52,보통,26,좋음,0.011,보통,0.06,좋음,0.7,좋음,0.003
2021-04-21:01,보통,56,보통,29,좋음,0.006,나쁨,0.071,좋음,0.7,좋음,0.003
2021-04-20:24,보통,52,보통,24,좋음,0.006,나쁨,0.072,좋음,0.6,좋음,0.004
2021-04-20:23,보통,55,보통,26,좋음,0.017,보통,0.058,좋음,0.6,좋음,0.004
2021-04-20:22,보통,51,보통,21,좋음,0.027,보통,0.048,좋음,0.4,좋음,0.006
2021-04-20:21,보통,54,보통,21,보통,0.037,보통,0.038,좋음,0.4,좋음,0.007
2021-04-20:20,보통,48,보통,19,보통,0.05,좋음,0.029,좋음,0.4,좋음,0.009
2021-04-20:19,보통,54,보통,22,보통,0.06,좋음,0.028,좋음,0.4,좋음,0.007
2021-04-20:18,보통,62,보통,26,보통,0.062,보통,0.035,좋음,0.5,좋음,0.005
2021-04-20:17,나쁨,89,나쁨,40,보통,0.076,좋음,0.029,좋음,0.5,좋음,0.006
2021-04-20:16,나쁨,96,나쁨,45,보통,0.089,좋음,0.03,좋음,0.5,좋음,0.005
2021-04-20:15,나쁨,108,나쁨,53,보통,0.087,보통,0.036,좋음,0.6,좋음,0.005
2021-04-20:14,나쁨,97,나쁨,49,보통,0.079,보통,0.039,좋음,0.6,좋음,0.005
2021-04-20:13,나쁨,102,나쁨,51,보통,0.076,보통,0.036,좋음,0.6,좋음,0.005
2021-04-20:12,나쁨,90,나쁨,44,보통,0.064,보통,0.039,좋음,0.6,좋음,0.005
2021-04-20:11,나쁨,92,나쁨,46,보통,0.045,보통,0.049,좋음,0.7,좋음,0.005
2021-04-20:10,나쁨,81,나쁨,42,보통,0.035,보통,0.045,좋음,0.7,좋음,0.005
2021-04-20:09,나쁨,89,나쁨,50,좋음,0.025,보통,0.045,좋음,0.6,좋음,0.004
2021-04-20:08,나쁨,81,나쁨,46,좋음,0.008,보통,0.051,좋음,0.7,좋음,0.003
2021-04-20:07,보통,72,나쁨,40,좋음,0.009,보통,0.045,좋음,0.6,좋음,0.003
2021-04-20:06,보통,64,나쁨,37,좋음,0.022,좋음,0.028,좋음,0.5,좋음,0.003
2021-04-20:05,보통,68,나쁨,38,좋음,0.025,좋음,0.023,좋음,0.5,좋음,0.003
2021-04-20:04,보통,64,보통,34,좋음,0.027,좋음,0.025,좋음,0.5,좋음,0.003
2021-04-20:03,보통,67,보통,35,보통,0.035,좋음,0.026,좋음,0.5,좋음,0.003
2021-04-20:02,보통,63,보통,30,보통,0.043,좋음,0.024,좋음,0.5,좋음,0.003
2021-04-20:01,보통,65,보통,28,보통,0.049,좋음,0.023,좋음,0.4,좋음,0.003
2021-04-19:24,보통,60,보통,26,보통,0.049,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-19:23,보통,60,보통,21,보통,0.05,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-19:22,보통,58,보통,23,보통,0.054,좋음,0.023,좋음,0.5,좋음,0.003
2021-04-19:21,보통,64,보통,26,보통,0.051,좋음,0.026,좋음,0.5,좋음,0.003
2021-04-19:20,보통,62,보통,26,보통,0.048,보통,0.033,좋음,0.5,좋음,0.003
2021-04-19:19,보통,62,보통,26,보통,0.058,좋음,0.024,좋음,0.4,좋음,0.004
2021-04-19:18,보통,58,보통,23,보통,0.06,좋음,0.023,좋음,0.4,좋음,0.004
2021-04-19:17,보통,58,보통,21,보통,0.056,좋음,0.026,좋음,0.4,좋음,0.004
2021-04-19:16,보통,54,보통,20,보통,0.054,좋음,0.028,좋음,0.4,좋음,0.004
2021-04-19:15,보통,59,보통,22,보통,0.052,좋음,0.028,좋음,0.5,좋음,0.004
2021-04-19:14,보통,53,보통,21,보통,0.053,좋음,0.023,좋음,0.4,좋음,0.004
2021-04-19:13,보통,55,보통,24,보통,0.051,좋음,0.022,좋음,0.4,좋음,0.004
2021-04-19:12,보통,51,보통,20,보통,0.044,좋음,0.025,좋음,0.5,좋음,0.004
2021-04-19:11,보통,52,보통,22,보통,0.036,좋음,0.03,좋음,0.4,좋음,0.003
2021-04-19:10,보통,48,보통,23,좋음,0.029,보통,0.035,좋음,0.5,좋음,0.004
2021-04-19:09,보통,55,보통,29,좋음,0.019,보통,0.041,좋음,0.6,좋음,0.003
2021-04-19:08,보통,47,보통,29,좋음,0.008,보통,0.044,좋음,0.5,좋음,0.003
2021-04-19:07,보통,45,보통,26,좋음,0.007,보통,0.042,좋음,0.5,좋음,0.003
2021-04-19:06,보통,42,보통,24,좋음,0.016,좋음,0.029,좋음,0.4,좋음,0.002
2021-04-19:05,보통,44,보통,26,좋음,0.026,좋음,0.021,좋음,0.4,좋음,0.003
2021-04-19:04,보통,40,보통,21,보통,0.038,좋음,0.014,좋음,0.4,좋음,0.002
2021-04-19:03,보통,35,보통,19,보통,0.036,좋음,0.018,좋음,0.4,좋음,0.002
2021-04-19:02,보통,34,보통,17,보통,0.036,좋음,0.02,좋음,0.4,좋음,0.002
2021-04-19:01,보통,38,보통,19,보통,0.032,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-18:24,보통,36,보통,18,보통,0.035,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-18:23,보통,41,보통,20,보통,0.037,좋음,0.02,좋음,0.4,좋음,0.003
2021-04-18:22,보통,40,보통,19,보통,0.035,좋음,0.021,좋음,0.4,좋음,0.002
2021-04-18:21,보통,48,보통,21,보통,0.038,좋음,0.018,좋음,0.4,좋음,0.002
2021-04-18:20,보통,51,보통,20,보통,0.04,좋음,0.019,좋음,0.4,좋음,0.002
2021-04-18:19,보통,55,보통,21,보통,0.042,좋음,0.015,좋음,0.4,좋음,0.002
2021-04-18:18,보통,45,좋음,14,보통,0.041,좋음,0.013,좋음,0.4,좋음,0.003
2021-04-18:17,보통,42,좋음,14,보통,0.045,좋음,0.007,좋음,0.3,좋음,0.002
2021-04-18:16,보통,42,좋음,14,보통,0.045,좋음,0.007,좋음,0.3,좋음,0.002
2021-04-18:15,보통,43,보통,16,보통,0.043,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-18:14,보통,38,좋음,15,보통,0.043,좋음,0.006,좋음,0.3,좋음,0.002
2021-04-18:13,보통,35,보통,16,보통,0.04,좋음,0.006,좋음,0.3,좋음,0.002
2021-04-18:12,보통,31,좋음,13,보통,0.037,좋음,0.006,좋음,0.3,좋음,0.002
2021-04-18:11,좋음,25,좋음,9,보통,0.033,좋음,0.007,좋음,0.3,좋음,0.002
2021-04-18:10,좋음,17,좋음,4,좋음,0.029,좋음,0.008,좋음,0.3,좋음,0.003
2021-04-18:09,좋음,20,좋음,6,좋음,0.025,좋음,0.009,좋음,0.4,좋음,0.002
2021-04-18:08,좋음,16,좋음,7,좋음,0.02,좋음,0.012,좋음,0.4,좋음,0.002
2021-04-18:07,좋음,22,좋음,12,좋음,0.019,좋음,0.012,좋음,0.4,좋음,0.002
2021-04-18:06,좋음,17,좋음,10,좋음,0.021,좋음,0.011,좋음,0.4,좋음,0.002
2021-04-18:05,좋음,18,좋음,9,좋음,0.024,좋음,0.009,좋음,0.4,좋음,0.002
2021-04-18:04,좋음,18,좋음,10,좋음,0.026,좋음,0.009,좋음,0.4,좋음,0.002
2021-04-18:03,좋음,27,좋음,12,좋음,0.029,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-18:02,보통,32,좋음,12,보통,0.032,좋음,0.011,좋음,0.3,좋음,0.002
2021-04-18:01,보통,43,좋음,11,보통,0.035,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-17:24,보통,41,좋음,9,보통,0.034,좋음,0.013,좋음,0.3,좋음,0.002
2021-04-17:23,보통,39,좋음,7,보통,0.034,좋음,0.013,좋음,0.3,좋음,0.003
2021-04-17:22,보통,36,좋음,9,보통,0.033,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-17:21,보통,32,좋음,8,보통,0.033,좋음,0.016,좋음,0.3,좋음,0.002
2021-04-17:20,보통,35,좋음,8,보통,0.034,좋음,0.013,좋음,0.3,좋음,0.002
2021-04-17:19,보통,47,좋음,11,보통,0.036,좋음,0.011,좋음,0.3,좋음,0.002
2021-04-17:18,보통,41,좋음,9,보통,0.036,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-17:17,보통,62,좋음,13,보통,0.04,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-17:16,나쁨,83,좋음,14,보통,0.038,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-17:15,나쁨,142,보통,22,보통,0.041,좋음,0.013,좋음,0.3,좋음,0.002
2021-04-17:14,나쁨,145,보통,21,보통,0.036,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-17:13,매우나쁨,159,보통,23,보통,0.038,좋음,0.011,좋음,0.3,좋음,0.002
2021-04-17:12,매우나쁨,166,보통,23,보통,0.033,좋음,0.016,좋음,0.3,좋음,0.003
2021-04-17:11,매우나쁨,154,보통,26,좋음,0.022,좋음,0.029,좋음,0.4,좋음,0.003
2021-04-17:10,나쁨,114,보통,21,좋음,0.014,보통,0.039,좋음,0.4,좋음,0.004
2021-04-17:09,나쁨,96,보통,18,좋음,0.013,보통,0.04,좋음,0.4,좋음,0.003
2021-04-17:08,보통,76,보통,16,좋음,0.005,보통,0.047,좋음,0.6,좋음,0.003
2021-04-17:07,보통,77,좋음,15,좋음,0.003,보통,0.041,좋음,0.6,좋음,0.003
2021-04-17:06,보통,78,보통,16,좋음,0.003,보통,0.04,좋음,0.5,좋음,0.002
2021-04-17:05,나쁨,86,보통,16,좋음,0.009,보통,0.033,좋음,0.5,좋음,0.002
2021-04-17:04,나쁨,84,보통,16,좋음,0.01,보통,0.035,좋음,0.5,좋음,0.002
2021-04-17:03,나쁨,83,보통,16,좋음,0.004,보통,0.047,좋음,0.5,좋음,0.003
2021-04-17:02,보통,78,보통,16,좋음,0.004,보통,0.045,좋음,0.5,좋음,0.002
2021-04-17:01,나쁨,87,보통,20,좋음,0.002,보통,0.049,좋음,0.5,좋음,0.003
2021-04-16:24,나쁨,96,보통,18,좋음,0.008,보통,0.046,좋음,0.5,좋음,0.002
2021-04-16:23,나쁨,97,보통,17,좋음,0.017,보통,0.037,좋음,0.4,좋음,0.002
2021-04-16:22,나쁨,82,좋음,15,좋음,0.024,좋음,0.03,좋음,0.4,좋음,0.003
2021-04-16:21,보통,78,보통,16,좋음,0.027,좋음,0.025,좋음,0.4,좋음,0.002
2021-04-16:20,보통,76,좋음,14,좋음,0.026,좋음,0.024,좋음,0.3,좋음,0.002
2021-04-16:19,매우나쁨,200,보통,23,좋음,0.03,좋음,0.019,좋음,0.3,좋음,0.002
2021-04-16:18,매우나쁨,367,나쁨,36,보통,0.033,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-16:17,매우나쁨,257,보통,31,보통,0.037,좋음,0.016,좋음,0.3,좋음,0.003
2021-04-16:16,나쁨,98,보통,19,보통,0.033,좋음,0.024,좋음,0.4,좋음,0.002
2021-04-16:15,보통,49,보통,21,보통,0.031,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-16:14,좋음,24,보통,16,좋음,0.028,좋음,0.019,좋음,0.3,좋음,0.002
2021-04-16:13,,,,,,,,,,,,
2021-04-16:12,,,,,,,,,,,,
2021-04-16:11,보통,37,보통,18,좋음,0.03,보통,0.032,좋음,0.4,좋음,0.002
2021-04-16:10,보통,33,좋음,15,좋음,0.026,보통,0.04,좋음,0.5,좋음,0.002
2021-04-16:09,보통,34,보통,16,좋음,0.03,보통,0.038,좋음,0.5,좋음,0.002
2021-04-16:08,보통,31,좋음,14,좋음,0.028,보통,0.037,좋음,0.4,좋음,0.003
2021-04-16:07,보통,36,보통,17,보통,0.032,보통,0.033,좋음,0.4,좋음,0.003
2021-04-16:06,보통,33,보통,16,보통,0.033,좋음,0.03,좋음,0.4,좋음,0.003
2021-04-16:05,보통,32,좋음,15,보통,0.04,좋음,0.02,좋음,0.4,좋음,0.003
2021-04-16:04,보통,32,좋음,14,보통,0.039,좋음,0.021,좋음,0.4,좋음,0.003
2021-04-16:03,보통,38,보통,16,보통,0.036,좋음,0.023,좋음,0.4,좋음,0.003
2021-04-16:02,보통,37,좋음,15,좋음,0.016,보통,0.045,좋음,0.5,좋음,0.003
2021-04-16:01,보통,41,보통,17,좋음,0.003,보통,0.058,좋음,0.5,좋음,0.002
2021-04-15:24,보통,43,좋음,15,좋음,0.003,보통,0.06,좋음,0.6,좋음,0.003
2021-04-15:23,보통,46,보통,20,좋음,0.015,보통,0.048,좋음,0.5,좋음,0.003
2021-04-15:22,보통,45,보통,17,좋음,0.025,보통,0.037,좋음,0.4,좋음,0.003
2021-04-15:21,보통,49,좋음,14,보통,0.033,보통,0.031,좋음,0.4,좋음,0.003
2021-04-15:20,보통,47,보통,17,보통,0.045,좋음,0.026,좋음,0.4,좋음,0.003
2021-04-15:19,보통,55,보통,23,보통,0.053,좋음,0.028,좋음,0.4,좋음,0.003
2021-04-15:18,보통,58,보통,24,보통,0.062,좋음,0.027,좋음,0.4,좋음,0.004
2021-04-15:17,보통,69,보통,30,보통,0.07,좋음,0.026,좋음,0.4,좋음,0.004
2021-04-15:16,보통,59,보통,28,보통,0.066,좋음,0.026,좋음,0.4,좋음,0.004
2021-04-15:15,보통,55,보통,26,보통,0.053,좋음,0.024,좋음,0.4,좋음,0.004
2021-04-15:14,보통,54,보통,27,보통,0.047,좋음,0.026,좋음,0.4,좋음,0.003
2021-04-15:13,보통,64,보통,35,보통,0.04,보통,0.033,좋음,0.5,좋음,0.003
2021-04-15:12,보통,59,보통,33,보통,0.04,보통,0.031,좋음,0.5,좋음,0.004
2021-04-15:11,보통,61,보통,31,보통,0.038,보통,0.032,좋음,0.5,좋음,0.003
2021-04-15:10,보통,55,보통,30,보통,0.032,보통,0.033,좋음,0.5,좋음,0.003
2021-04-15:09,보통,57,보통,35,좋음,0.026,보통,0.037,좋음,0.5,좋음,0.003
2021-04-15:08,보통,53,보통,32,좋음,0.027,보통,0.035,좋음,0.4,좋음,0.003
2021-04-15:07,보통,53,보통,31,좋음,0.016,보통,0.04,좋음,0.4,좋음,0.002
2021-04-15:06,보통,46,보통,26,좋음,0.028,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-15:05,보통,48,보통,26,보통,0.034,좋음,0.02,좋음,0.4,좋음,0.002
2021-04-15:04,보통,43,보통,22,보통,0.037,좋음,0.017,좋음,0.4,좋음,0.002
2021-04-15:03,보통,42,보통,24,보통,0.037,좋음,0.018,좋음,0.4,좋음,0.002
2021-04-15:02,보통,39,보통,19,보통,0.042,좋음,0.017,좋음,0.4,좋음,0.003
2021-04-15:01,보통,41,보통,19,보통,0.042,좋음,0.018,좋음,0.4,좋음,0.002
2021-04-14:24,보통,37,보통,19,보통,0.039,좋음,0.021,좋음,0.4,좋음,0.002
2021-04-14:23,보통,39,보통,21,보통,0.034,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-14:22,보통,39,보통,20,보통,0.038,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-14:21,보통,40,보통,20,보통,0.037,좋음,0.026,좋음,0.4,좋음,0.002
2021-04-14:20,보통,37,보통,17,보통,0.039,좋음,0.027,좋음,0.4,좋음,0.003
2021-04-14:19,보통,36,보통,16,보통,0.043,좋음,0.021,좋음,0.3,좋음,0.002
2021-04-14:18,보통,33,좋음,14,보통,0.047,좋음,0.019,좋음,0.3,좋음,0.003
2021-04-14:17,보통,34,좋음,15,보통,0.047,좋음,0.017,좋음,0.3,좋음,0.003
2021-04-14:16,보통,32,좋음,13,보통,0.046,좋음,0.016,좋음,0.3,좋음,0.003
